conv1.weight,conv1.bias,fc1.weight,fc1.bias,fc2.weight,fc2.bias
,,-0.019102506,,,
,,-0.036800113,,,
,,0.038066853,,,
,,-0.051417638,,,
,,9.01854e-05,,,
,,0.021535896,,,
,,0.03128536,,,
,,0.018113283,,,
,,-0.012984782,,,
,,-0.019868735,,,
,,-0.016254093,,,
,,-0.004215862,,,
,,-0.05412954,,,
,,-0.074451804,,,
,,-0.043722983,,,
,,0.0054663443,,,
,,0.004927063,,,
,,0.013803773,,,
,,-0.06327455,,,
,,-0.014869696,,,
,,-0.12295037,,,
,,0.007154302,,,
,,0.020968279,,,
,,0.0053914427,,,
,,-0.013241832,,,
,,0.003658431,,,
,,-0.08651518,,,
,,-0.091620445,,,
,,-0.022620339,,,
,,0.05448656,,,
,,0.0051817335,,,
,,-0.057849847,,,
,,-0.063593,,,
,,-0.0067322357,,,
,,0.06027351,,,
,,0.021188745,,,
,,0.054304432,,,
,,-0.0009639432,,,
,,-0.023920156,,,
,,-0.02130486,,,
,,-0.026447596,,,
,,-0.026113907,,,
,,0.04615501,,,
,,0.07657798,,,
,,0.016874833,,,
,,0.053560037,,,
,,0.039532945,,,
,,-0.020596443,,,
,,0.018995626,,,
,,-0.053540733,,,
,,0.036483467,,,
,,-0.060666174,,,
,,-0.040857434,,,
,,0.025771558,,,
,,-0.017714748,,,
,,0.032172043,,,
,,0.033461448,,,
,,-0.040691994,,,
,,0.0031162696,,,
,,-0.0059486446,,,
,,-0.0097287,,,
,,0.042106714,,,
,,-0.003927241,,,
,,0.032171533,,,
,,-0.026133753,,,
,,-0.018688934,,,
,,0.043255065,,,
,,0.028829722,,,
,,0.029415382,,,
,,0.033590484,,,
,,-0.06385824,,,
,,-0.036760386,,,
,,-0.021958966,,,
,,-0.046531867,,,
,,-0.014298376,,,
,,-0.024515746,,,
,,0.05842908,,,
,,0.0029542241,,,
,,0.035026662,,,
,,0.02504419,,,
,,0.03150253,,,
,,-0.052194692,,,
,,0.014605283,,,
,,0.041452717,,,
,,0.04467597,,,
,,-0.018394757,,,
,,-0.042309366,,,
,,0.03397107,,,
,,0.033683453,,,
,,0.045850165,,,
,,0.027955666,,,
,,-0.024864573,,,
,,-0.030504182,,,
,,0.042013288,,,
,,-0.016107151,,,
,,-0.012279502,,,
,,-0.03525172,,,
,,-0.0045701605,,,
,,-0.053961225,,,
,,-0.037066687,,,
,,0.045055218,,,
,,-0.028688373,,,
,,0.06438396,,,
,,0.0016562794,,,
,,-0.015477259,,,
,,0.043220904,,,
,,-0.002738343,,,
,,0.033922948,,,
,,0.04593171,,,
,,0.039451554,,,
,,0.021632427,,,
,,0.0036254553,,,
,,0.061163712,,,
,,-0.04648592,,,
,,-0.054526746,,,
,,-0.020787332,,,
,,-0.0049494156,,,
,,-0.051839996,,,
,,-0.017953807,,,
,,-0.0031956187,,,
,,-0.016915897,,,
,,-0.043762874,,,
,,0.00030528093,,,
,,-0.030681178,,,
,,0.10198369,,,
,,0.03935545,,,
,,0.018854178,,,
,,0.027760878,,,
,,0.016024377,,,
,,-0.006652888,,,
,,0.058602232,,,
,,0.014520839,,,
,,0.04972125,,,
,,0.07610748,,,
,,0.09371584,,,
,,0.023391524,,,
,,0.056504093,,,
,,-0.006594899,,,
,,-0.06841918,,,
,,0.037247982,,,
,,0.004212657,,,
,,0.071374305,,,
,,-0.022316603,,,
,,-0.018403776,,,
,,-0.016117403,,,
,,0.02298869,,,
,,-0.0847891,,,
,,-0.016602121,,,
,,0.0060457415,,,
,,0.018893052,,,
,,-0.0028765595,,,
,,0.06123895,,,
,,0.004272068,,,
,,0.06260456,,,
,,0.01392706,,,
,,0.047995392,,,
,,0.101501726,,,
,,0.12719566,,,
,,0.07307934,,,
,,0.0027539479,,,
,,-0.0071380464,,,
,,0.023821054,,,
,,0.02188911,,,
,,0.09694054,,,
,,0.10401055,,,
,,0.058047637,,,
,,0.065777086,,,
,,-0.017789984,,,
,,0.036872722,,,
,,0.057089962,,,
,,-0.021995498,,,
,,0.046733014,,,
,,0.015550916,,,
,,0.023308678,,,
,,0.05597729,,,
,,-0.0002545677,,,
,,0.031957,,,
,,-0.036357146,,,
,,-0.028595237,,,
,,0.024160895,,,
,,-0.021403411,,,
,,0.05750517,,,
,,0.054056566,,,
,,-0.027447166,,,
,,-0.008410341,,,
,,0.035459653,,,
,,0.012032251,,,
,,-0.03168632,,,
,,-0.025841672,,,
,,-0.026730815,,,
,,-0.044342764,,,
,,0.006979332,,,
,,-0.03178409,,,
,,-0.027054422,,,
,,0.026110066,,,
,,-0.05060399,,,
,,0.007749004,,,
,,-0.022399459,,,
,,-0.027066823,,,
,,0.061009105,,,
,,0.0069906465,,,
,,0.0062508215,,,
,,-0.05691453,,,
,,0.053128045,,,
,,-0.053836033,,,
,,-0.026154432,,,
,,0.00615349,,,
,,0.026190352,,,
,,0.019097017,,,
,,0.026667343,,,
,,0.041163914,,,
,,0.039768495,,,
,,-0.046338215,,,
,,-0.061258942,,,
,,0.0019629973,,,
,,0.06824854,,,
,,-0.021728812,,,
,,0.047602914,,,
,,0.0025077697,,,
,,0.069081165,,,
,,-0.030270025,,,
,,0.0033546141,,,
,,0.030383151,,,
,,0.062402856,,,
,,0.037447944,,,
,,0.053003274,,,
,,0.030469462,,,
,,-0.053582717,,,
,,0.012569209,,,
,,-0.016782166,,,
,,0.020961102,,,
,,0.0564704,,,
,,-0.044219527,,,
,,0.026243735,,,
,,-0.0059240554,,,
,,0.017468514,,,
,,-0.009095547,,,
,,-0.05652504,,,
,,-0.057493497,,,
,,-0.01863513,,,
,,0.041313883,,,
,,0.0014987757,,,
,,0.016506556,,,
,,-0.036395818,,,
,,-0.051066767,,,
,,-0.06586204,,,
,,-0.04913841,,,
,,0.014703653,,,
,,0.0070130755,,,
,,-0.00080427015,,,
,,0.056562304,,,
,,-0.01004224,,,
,,0.05872387,,,
,,-0.03952797,,,
,,-0.03163077,,,
,,0.016712666,,,
,,0.008384894,,,
,,-0.026492165,,,
,,-0.019041616,,,
,,0.050720815,,,
,,-0.020669237,,,
,,0.047402248,,,
,,0.045060135,,,
,,-0.043464847,,,
,,-0.009427483,,,
,,0.03468253,,,
,,0.043668218,,,
,,-0.002003756,,,
,,-0.06243098,,,
,,-0.026809227,,,
,,0.0513428,,,
,,0.012332097,,,
,,0.0004863614,,,
,,-0.04735099,,,
,,0.060090993,,,
,,0.044565994,,,
,,0.010474008,,,
,,-0.02741485,,,
,,-0.018859928,,,
,,0.032888412,,,
,,-0.03688207,,,
,,0.0047221603,,,
,,0.0012034752,,,
,,0.026168514,,,
,,-0.029721135,,,
,,0.025735091,,,
,,0.055257257,,,
,,-0.031652823,,,
,,0.009552186,,,
,,-0.06365875,,,
,,-0.036267526,,,
,,0.052252755,,,
,,-0.03574481,,,
,,0.0047796755,,,
,,0.027266989,,,
,,-0.00782428,,,
,,-0.021930408,,,
,,-0.0036120156,,,
,,-0.04552434,,,
,,-0.049075656,,,
,,0.052212946,,,
,,0.026991196,,,
,,-0.06260031,,,
,,-0.015886296,,,
,,0.047337078,,,
,,-0.008498542,,,
,,0.0027496703,,,
,,0.033324778,,,
,,-0.045315523,,,
,,-0.040627923,,,
,,0.029335054,,,
,,0.04686773,,,
,,-0.017084586,,,
,,-0.051202,,,
,,-0.04996093,,,
,,0.008913109,,,
,,-0.0045605134,,,
,,-0.012138609,,,
,,0.044736497,,,
,,-0.0066294665,,,
,,0.009404648,,,
,,-0.054866955,,,
,,-0.03768918,,,
,,-0.035369217,,,
,,0.04039606,,,
,,-0.030746486,,,
,,0.0559376,,,
,,-0.0044124746,,,
,,-0.0075029447,,,
,,0.028909126,,,
,,-0.033085484,,,
,,0.014928157,,,
,,0.056116663,,,
,,0.0046142116,,,
,,0.03727987,,,
,,0.058297224,,,
,,0.013546656,,,
,,-0.024894198,,,
,,0.0073515717,,,
,,0.008718679,,,
,,-0.04761962,,,
,,-0.026071323,,,
,,-0.013662133,,,
,,0.054002248,,,
,,-0.0062043644,,,
,,0.03875146,,,
,,-0.027747491,,,
,,0.031605974,,,
,,0.053628992,,,
,,-0.046909016,,,
,,0.031399623,,,
,,-0.04390083,,,
,,-0.030533418,,,
,,-0.012160333,,,
,,0.044469137,,,
,,0.045245726,,,
,,-0.02086054,,,
,,-0.018091252,,,
,,0.031659342,,,
,,-0.007835353,,,
,,0.0056243087,,,
,,0.058104,,,
,,0.02847573,,,
,,0.014305386,,,
,,0.018985122,,,
,,0.016634466,,,
,,-0.013301814,,,
,,-0.026522204,,,
,,-0.056504726,,,
,,0.006853012,,,
,,0.006664712,,,
,,0.046744548,,,
,,-0.060255196,,,
,,-0.03463618,,,
,,0.03530348,,,
,,-0.018478297,,,
,,-0.054364007,,,
,,0.030382646,,,
,,0.0088189095,,,
,,-0.034096055,,,
,,0.033425275,,,
,,-0.037698463,,,
,,-0.045285296,,,
,,-0.0106296325,,,
,,0.056970958,,,
,,-0.060758118,,,
,,-0.024604382,,,
,,-0.038648084,,,
,,0.065018244,,,
,,-0.020242512,,,
,,0.038485736,,,
,,-0.010402007,,,
,,-0.03205839,,,
,,-0.055128783,,,
,,0.05301119,,,
,,-0.039178066,,,
,,0.031472955,,,
,,0.022582285,,,
,,0.0103357015,,,
,,-0.060593307,,,
,,-0.054283682,,,
,,0.014249327,,,
,,-0.05037334,,,
,,0.044602986,,,
,,0.04296527,,,
,,0.0018545798,,,
,,-0.052036166,,,
,,-0.010990654,,,
,,-0.049798727,,,
,,-0.0015824875,,,
,,-0.033717033,,,
,,0.031180762,,,
,,0.005306676,,,
,,0.0062759635,,,
,,0.054417208,,,
,,-0.031226447,,,
,,0.0314051,,,
,,0.05461236,,,
,,-0.033870295,,,
,,-0.019197125,,,
,,-0.037176777,,,
,,0.032026473,,,
,,0.06666041,,,
,,0.039111383,,,
,,0.043548755,,,
,,0.046474863,,,
,,-0.014683159,,,
,,-0.041972686,,,
,,-0.038802505,,,
,,0.0152355,,,
,,-0.0448907,,,
,,0.0380406,,,
,,0.072742894,,,
,,0.06303976,,,
,,-0.02165147,,,
,,-0.04936483,,,
,,-0.059840407,,,
,,0.014013166,,,
,,0.045796722,,,
,,0.0060087475,,,
,,0.035449345,,,
,,0.011027938,,,
,,0.05132938,,,
,,0.010418354,,,
,,0.0041631116,,,
,,0.024681754,,,
,,-0.018142829,,,
,,-0.062180508,,,
,,0.010497737,,,
,,-0.037902594,,,
,,-0.021243718,,,
,,0.008253634,,,
,,-0.019498995,,,
,,-0.02527797,,,
,,0.0056962357,,,
,,-0.03367604,,,
,,-0.014290314,,,
,,0.0163134,,,
,,0.04005312,,,
,,0.0134183,,,
,,0.042063184,,,
,,0.017255418,,,
,,0.062310055,,,
,,-0.0122811105,,,
,,0.0009700624,,,
,,-0.028891342,,,
,,-0.003762284,,,
,,0.025756603,,,
,,0.043061312,,,
,,0.003410249,,,
,,0.0321824,,,
,,0.02376022,,,
,,0.025206458,,,
,,-0.003387969,,,
,,0.005512061,,,
,,0.02180518,,,
,,-0.049438883,,,
,,0.019875124,,,
,,-0.004601831,,,
,,0.009613914,,,
,,-0.05221513,,,
,,-0.06549999,,,
,,0.06879138,,,
,,0.056340557,,,
,,-0.04437794,,,
,,0.061024062,,,
,,-0.0030179506,,,
,,-0.053437162,,,
,,0.03252378,,,
,,-0.06951746,,,
,,-0.030044636,,,
,,0.05092051,,,
,,-0.047005985,,,
,,0.059765853,,,
,,-0.046492416,,,
,,-0.021695783,,,
,,0.003672397,,,
,,0.024725867,,,
,,-0.00017157158,,,
,,0.031569056,,,
,,-0.02806925,,,
,,-0.035323285,,,
,,0.0036365606,,,
,,0.051970296,,,
,,-0.053130504,,,
,,-0.026409576,,,
,,-0.01931519,,,
,,-0.018629732,,,
,,-0.04233703,,,
,,0.014242309,,,
,,-0.046869013,,,
,,-0.032086637,,,
,,0.0577825,,,
,,-0.024593884,,,
,,0.052097283,,,
,,-0.051463217,,,
,,-0.0058089863,,,
,,0.036317967,,,
,,-0.03116011,,,
,,-0.011632872,,,
,,0.03356141,,,
,,-0.051243808,,,
,,-0.0031722903,,,
,,0.0066058594,,,
,,-0.016433315,,,
,,0.03191552,,,
,,0.032620016,,,
,,0.021235276,,,
,,0.030354377,,,
,,0.0070285085,,,
,,0.016253415,,,
,,0.000117952965,,,
,,0.044424765,,,
,,-0.04708519,,,
,,-0.004098381,,,
,,0.07163318,,,
,,0.08447651,,,
,,-0.028018875,,,
,,-0.0011488338,,,
,,0.02082946,,,
,,0.051865257,,,
,,-0.021848409,,,
,,-0.021483298,,,
,,-0.060319126,,,
,,-0.006747513,,,
,,-0.05565785,,,
,,0.020603927,,,
,,0.04946953,,,
,,0.016373372,,,
,,-0.047033064,,,
,,-0.055697393,,,
,,-0.026991803,,,
,,0.022998028,,,
,,0.016136508,,,
,,-0.04084784,,,
,,0.03397755,,,
,,-0.04396294,,,
,,0.0479178,,,
,,0.0497391,,,
,,0.007146516,,,
,,0.049503487,,,
,,0.047228944,,,
,,0.021338603,,,
,,-0.026852883,,,
,,-0.055679858,,,
,,-0.033385005,,,
,,8.338214e-05,,,
,,0.032024834,,,
,,-0.024919324,,,
,,-0.025234487,,,
,,-0.042187724,,,
,,0.016118161,,,
,,0.043483797,,,
,,0.059747215,,,
,,0.025769886,,,
,,-0.002376824,,,
,,0.057332233,,,
,,-0.061598614,,,
,,-0.028749214,,,
,,-0.012955983,,,
,,-0.032348514,,,
,,-0.051488113,,,
,,-0.05572145,,,
,,0.068339825,,,
,,0.028065814,,,
,,0.056609537,,,
,,0.019528737,,,
,,-0.008985916,,,
,,-0.0060573104,,,
,,0.04118041,,,
,,0.024966855,,,
,,0.013590295,,,
,,0.040981516,,,
,,0.051213417,,,
,,-0.04092825,,,
,,0.01897643,,,
,,-0.028333899,,,
,,0.05342272,,,
,,-0.03476619,,,
,,-0.013803744,,,
,,0.016828207,,,
,,-0.0034175734,,,
,,-0.016515981,,,
,,0.039819345,,,
,,0.0380754,,,
,,-0.0041543366,,,
,,0.006184539,,,
,,0.03154395,,,
,,0.054532602,,,
,,-0.00707338,,,
,,-0.005797197,,,
,,-0.031639207,,,
,,0.014075611,,,
,,0.034000993,,,
,,-0.030925533,,,
,,-0.044542145,,,
,,0.04541591,,,
,,0.062488712,,,
,,-0.009554295,,,
,,-0.05738399,,,
,,0.047105066,,,
,,0.030489556,,,
,,0.0113374395,,,
,,0.04372692,,,
,,0.04721388,,,
,,0.031771176,,,
,,0.0033312608,,,
,,-0.054442946,,,
,,0.06026358,,,
,,-0.014371067,,,
,,-0.002993722,,,
,,-0.02042453,,,
,,-0.014941349,,,
,,-0.019668408,,,
,,0.04271417,,,
,,0.044345025,,,
,,-0.047943003,,,
,,0.055702865,,,
,,-0.006801391,,,
,,0.008610272,,,
,,-0.043179236,,,
,,0.025298001,,,
,,0.039897446,,,
,,-0.010072675,,,
,,0.010760074,,,
,,-0.010152459,,,
,,0.08323236,,,
,,0.040300447,,,
,,-0.004195439,,,
,,-0.0011665502,,,
,,-0.010433156,,,
,,-0.030657168,,,
,,0.029478488,,,
,,-0.012010508,,,
,,-0.045330353,,,
,,-0.040896676,,,
,,0.07183648,,,
,,0.051157884,,,
,,0.025849156,,,
,,0.009949937,,,
,,-0.05708047,,,
,,0.10053388,,,
,,0.018206617,,,
,,0.04434268,,,
,,-0.023432711,,,
,,-0.009308932,,,
,,-0.0066880765,,,
,,-0.01565336,,,
,,0.061166193,,,
,,0.030670693,,,
,,0.058051277,,,
,,-0.054002006,,,
,,0.0054697017,,,
,,-0.02159443,,,
,,-0.025438495,,,
,,0.017676074,,,
,,0.0053721694,,,
,,0.017124632,,,
,,-0.0053836927,,,
,,-0.018486632,,,
,,0.0125997495,,,
,,-0.030745372,,,
,,0.059064455,,,
,,0.0555226,,,
,,0.06913693,,,
,,0.03517511,,,
,,0.00020543179,,,
,,-0.0064807963,,,
,,-0.014802,,,
,,-0.013365301,,,
,,-0.012953992,,,
,,0.0070830244,,,
,,0.008064504,,,
,,0.07919715,,,
,,-0.008448324,,,
,,0.022889208,,,
,,-0.06055362,,,
,,-0.04248001,,,
,,-0.045346364,,,
,,0.0033782555,,,
,,0.043778215,,,
,,0.006726205,,,
,,0.057297632,,,
,,-0.035811476,,,
,,-0.049846027,,,
,,0.031374086,,,
,,0.041845366,,,
,,-0.0057478873,,,
,,-0.051652074,,,
,,-0.044060286,,,
,,-0.014077034,,,
,,-0.007423476,,,
,,0.024837216,,,
,,-0.005268818,,,
,,0.030023139,,,
,,-0.03579243,,,
,,-0.06624761,,,
,,0.0142005505,,,
,,0.050254587,,,
,,-0.006076155,,,
,,0.007335838,,,
,,0.048885506,,,
,,0.041635692,,,
,,0.07061709,,,
,,0.0037104958,,,
,,0.056687813,,,
,,0.081486,,,
,,-0.015465093,,,
,,-0.027544936,,,
,,0.045388933,,,
,,0.05350455,,,
,,0.02000831,,,
,,0.045280643,,,
,,0.0029674426,,,
,,-0.029554727,,,
,,-0.046007324,,,
,,0.03226411,,,
,,0.057475455,,,
,,-0.011627427,,,
,,0.01424799,,,
,,-0.11532956,,,
,,-0.089355245,,,
,,-0.051187962,,,
,,-0.024765976,,,
,,0.02544249,,,
,,0.05478061,,,
,,-0.020642078,,,
,,-0.00050231867,,,
,,-0.025697473,,,
,,-0.0486164,,,
,,0.015745837,,,
,,-0.043972217,,,
,,0.03415037,,,
,,0.035093524,,,
,,0.045897435,,,
,,-0.017307218,,,
,,-0.0040049236,,,
,,0.048386645,,,
,,0.009998546,,,
,,-0.03905463,,,
,,-0.016231393,,,
,,0.014536841,,,
,,0.008376164,,,
,,0.0020269568,,,
,,-0.046261247,,,
,,0.035349995,,,
,,-0.028167361,,,
,,-0.032665405,,,
,,-0.006832372,,,
,,-0.028540762,,,
,,0.06627432,,,
,,0.019616082,,,
,,-0.017984219,,,
,,0.0742239,,,
,,0.04975466,,,
,,0.013774685,,,
,,-0.057659015,,,
,,0.051958896,,,
,,-0.042202845,,,
,,0.0036987655,,,
,,-0.031108424,,,
,,0.017314706,,,
,,0.079247005,,,
,,0.032785483,,,
,,0.043319076,,,
,,0.002827697,,,
,,-0.047683112,,,
,,0.023112701,,,
,,-0.013258884,,,
,,-0.019909397,,,
,,0.076976255,,,
,,0.036030427,,,
,,0.03226083,,,
,,0.020903485,,,
,,0.014556253,,,
,,0.083109885,,,
,,0.031805564,,,
,,0.048753105,,,
,,-0.0070572924,,,
,,0.0065845875,,,
,,-0.041432366,,,
,,0.0025316156,,,
,,-0.05935669,,,
,,-0.040995408,,,
,,0.0018351238,,,
,,-0.010990088,,,
,,0.027839504,,,
,,0.038203347,,,
,,0.002766005,,,
,,0.018059576,,,
,,-0.012043992,,,
,,-0.030052442,,,
,,-0.03815327,,,
,,0.0019315111,,,
,,-0.07401245,,,
,,-0.02562767,,,
,,0.04561442,,,
,,0.006136531,,,
,,0.012174574,,,
,,-0.0013068992,,,
,,-0.010805945,,,
,,0.02355101,,,
,,0.0039337086,,,
,,0.046489112,,,
,,-0.012624377,,,
,,0.061534394,,,
,,0.008775605,,,
,,-0.060726583,,,
,,-0.0296777,,,
,,-0.0057460777,,,
,,0.05434595,,,
,,-0.059467405,,,
,,-0.0378674,,,
,,0.05661591,,,
,,0.03507179,,,
,,0.00017173466,,,
,,-0.03442116,,,
,,-0.03157212,,,
,,-0.061425917,,,
,,0.043562893,,,
,,0.013309753,,,
,,-0.03348522,,,
,,0.04430665,,,
,,0.01885153,,,
,,-0.017983442,,,
,,-0.010988235,,,
,,0.041029733,,,
,,0.00028883005,,,
,,-0.025363112,,,
,,0.03317075,,,
,,-0.049308274,,,
,,0.023140494,,,
,,-0.057389952,,,
,,-0.05488168,,,
,,0.02330359,,,
,,0.025256539,,,
,,0.026003897,,,
,,0.0060094753,,,
,,0.032786477,,,
,,0.01682755,,,
,,0.011954212,,,
,,0.040029217,,,
,,-0.032914758,,,
,,-0.066717684,,,
,,-0.017242944,,,
,,0.038908776,,,
,,-0.057974815,,,
,,0.009525386,,,
,,-0.02579014,,,
,,0.012248817,,,
,,0.022928897,,,
,,0.047673605,,,
,,-0.055592738,,,
,,-0.03828629,,,
,,-0.065030694,,,
,,-0.03250223,,,
,,-0.059562642,,,
,,-0.015820978,,,
,,0.048980203,,,
,,-0.05784512,,,
,,-0.06003907,,,
,,-0.04559105,,,
,,0.045165703,,,
,,-0.056831367,,,
,,-0.031358775,,,
,,-0.03148694,,,
,,0.005582336,,,
,,-0.052233875,,,
,,0.052479204,,,
,,0.024072153,,,
,,0.048428815,,,
,,-0.004239534,,,
,,-0.027647533,,,
,,-0.08251102,,,
,,0.015057721,,,
,,-0.064590715,,,
,,0.026830759,,,
,,0.05001609,,,
,,-0.0366346,,,
,,0.009205749,,,
,,-0.07214044,,,
,,-0.047394138,,,
,,-0.054094184,,,
,,-0.0358223,,,
,,-0.028594304,,,
,,0.0053700977,,,
,,0.042158596,,,
,,-0.047547016,,,
,,-0.03121963,,,
,,-0.03875014,,,
,,0.024140624,,,
,,-0.011920661,,,
,,-0.027924743,,,
,,-0.055360258,,,
,,-0.010451629,,,
,,-0.03980024,,,
,,0.030165212,,,
,,-0.077467486,,,
,,0.02567025,,,
,,0.052951515,,,
,,0.016555585,,,
,,-0.03759738,,,
,,-0.030174918,,,
,,-0.071439244,,,
,,0.044358946,,,
,,-0.05900499,,,
,,-0.03178738,,,
,,0.0010599178,,,
,,-0.058650013,,,
,,-0.028425975,,,
,,0.00040530693,,,
,,-0.04563543,,,
,,-0.0033707817,,,
,,-0.010127466,,,
,,0.048467934,,,
,,-0.033880323,,,
,,-0.0680989,,,
,,-0.00014918482,,,
,,0.012439098,,,
,,0.000825796,,,
,,-0.031686183,,,
,,-0.004456302,,,
,,0.025806943,,,
,,0.024468346,,,
,,-0.057205174,,,
,,0.0466832,,,
,,-0.03773461,,,
,,-0.011272676,,,
,,-0.036371242,,,
,,-0.061318178,,,
,,-0.0012365822,,,
,,-0.0033781857,,,
,,-0.061907656,,,
,,0.012709793,,,
,,0.01916907,,,
,,-0.045181412,,,
,,0.0368476,,,
,,0.04571316,,,
,,-0.0065786894,,,
,,-0.019700095,,,
,,-0.026481008,,,
,,0.041518815,,,
,,-0.0585525,,,
,,-0.050820623,,,
,,0.015466136,,,
,,-0.04539566,,,
,,0.0052035484,,,
,,0.05583797,,,
,,0.008842897,,,
,,0.05905656,,,
,,0.028148735,,,
,,-0.00049119134,,,
,,0.0015559518,,,
,,0.0032728524,,,
,,-0.0019525724,,,
,,-0.041927386,,,
,,-0.06623033,,,
,,-0.004576697,,,
,,-0.056809627,,,
,,-0.02702021,,,
,,0.05939945,,,
,,-0.049743976,,,
,,-0.013371127,,,
,,0.0010520148,,,
,,-0.015760612,,,
,,0.0189431,,,
,,-0.004196958,,,
,,-0.002157672,,,
,,0.0642481,,,
,,-0.06814041,,,
,,0.056254163,,,
,,-0.03646774,,,
,,0.0009414169,,,
,,-0.0037763435,,,
,,-0.038754392,,,
,,0.055494983,,,
,,0.028878974,,,
,,-0.012845822,,,
,,-0.022186039,,,
,,0.0062669455,,,
,,0.038320404,,,
,,0.02718845,,,
,,-0.032734554,,,
,,0.018674893,,,
,,0.029458301,,,
,,-0.018110737,,,
,,0.021561189,,,
,,0.039568443,,,
,,0.05433982,,,
,,-0.05663241,,,
,,-0.0025776168,,,
,,0.050277967,,,
,,0.015278075,,,
,,0.029721804,,,
,,-0.018832035,,,
,,0.02958141,,,
,,-0.011063396,,,
,,-0.0071168765,,,
,,0.030819071,,,
,,0.038161114,,,
,,0.036194418,,,
,,0.014753821,,,
,,0.026368745,,,
,,-0.022209233,,,
,,0.06300924,,,
,,0.021989407,,,
,,-0.015035155,,,
,,-0.03168776,,,
,,-0.06724462,,,
,,0.03411477,,,
,,0.05833462,,,
,,0.06573938,,,
,,0.034719776,,,
,,0.028281212,,,
,,0.04732431,,,
,,0.031150952,,,
,,-0.008013429,,,
,,-0.04699302,,,
,,0.026073854,,,
,,-0.017368415,,,
,,-0.012927786,,,
,,0.04934736,,,
,,-0.03076762,,,
,,0.061765235,,,
,,0.036586095,,,
,,-0.053554874,,,
,,0.010750219,,,
,,-0.016246118,,,
,,0.03264374,,,
,,-0.022855466,,,
,,0.014695027,,,
,,-0.029788777,,,
,,-0.03249149,,,
,,-0.018654546,,,
,,-0.03488814,,,
,,0.047831897,,,
,,-0.052012894,,,
,,-0.0089417,,,
,,0.02027799,,,
,,-0.037731707,,,
,,-0.010752493,,,
,,0.027979081,,,
,,0.0031811642,,,
,,0.022466011,,,
,,-0.052552998,,,
,,-0.0058721877,,,
,,-0.008703117,,,
,,0.0006761634,,,
,,0.0004028366,,,
,,0.0067399703,,,
,,0.029649666,,,
,,-0.04434386,,,
,,-0.013193007,,,
,,-0.05177209,,,
,,-0.031066624,,,
,,-0.034226324,,,
,,-0.053448312,,,
,,-0.013561168,,,
,,-0.005447612,,,
,,-0.031879283,,,
,,-0.04353008,,,
,,-0.0019289749,,,
,,-0.028440561,,,
,,0.033440016,,,
,,-0.0021764438,,,
,,0.0014513497,,,
,,-0.021244265,,,
,,-0.03612492,,,
,,-0.050124202,,,
,,-0.015562396,,,
,,0.011942018,,,
,,-0.007639151,,,
,,-0.040066704,,,
,,-0.049881008,,,
,,-0.048127655,,,
,,-0.01716298,,,
,,0.02684808,,,
,,0.0099722585,,,
,,-0.037005004,,,
,,0.0031481665,,,
,,-0.038702067,,,
,,0.037230574,,,
,,0.00023521336,,,
,,0.023944959,,,
,,0.043210667,,,
,,0.028898597,,,
,,0.058881454,,,
,,0.0559569,,,
,,0.03587427,,,
,,-0.024795435,,,
,,0.0342574,,,
,,0.044204254,,,
,,0.02579214,,,
,,-0.05230235,,,
,,0.009998357,,,
,,0.03674489,,,
,,-0.007923844,,,
,,0.06539237,,,
,,0.018474406,,,
,,-0.003963738,,,
,,0.04923398,,,
,,-0.032948535,,,
,,0.0017673448,,,
,,0.0014845133,,,
,,-0.0109308,,,
,,-0.04299,,,
,,-0.016953913,,,
,,-0.030207887,,,
,,0.027955387,,,
,,-0.0050531095,,,
,,-0.05386369,,,
,,0.015210374,,,
,,-0.008130357,,,
,,-0.019196916,,,
,,-0.012026132,,,
,,0.031050526,,,
,,0.054659925,,,
,,0.02922204,,,
,,-0.009305566,,,
,,-0.03386985,,,
,,0.030689588,,,
,,-0.05025476,,,
,,-0.0185668,,,
,,-0.046882067,,,
,,-0.05597772,,,
,,-0.014113267,,,
,,-0.052104615,,,
,,0.04561272,,,
,,-0.029165868,,,
,,-0.008018958,,,
,,-0.07036076,,,
,,-0.052104734,,,
,,-0.05776127,,,
,,-0.03281662,,,
,,-0.028280942,,,
,,0.021377657,,,
,,-0.04073369,,,
,,0.04188427,,,
,,0.021649305,,,
,,-0.0075449296,,,
,,0.020069689,,,
,,-0.045191158,,,
,,-0.034461297,,,
,,-0.03065203,,,
,,0.0045500495,,,
,,0.01955398,,,
,,0.048711967,,,
,,-0.027124291,,,
,,-0.004100819,,,
,,-0.04455293,,,
,,0.0524342,,,
,,0.03599901,,,
,,0.039335135,,,
,,0.004813889,,,
,,-0.006536126,,,
,,-0.046026006,,,
,,0.06653536,,,
,,-0.005059117,,,
,,0.05512582,,,
,,-0.0036815417,,,
,,0.046264958,,,
,,0.027029281,,,
,,0.055244405,,,
,,0.035065107,,,
,,-0.0016225107,,,
,,-0.043087434,,,
,,0.02809663,,,
,,-0.025495127,,,
,,0.046784732,,,
,,-0.044165462,,,
,,0.022952175,,,
,,-0.06904377,,,
,,-0.01708577,,,
,,0.014301413,,,
,,0.04538979,,,
,,-0.051670328,,,
,,0.007835666,,,
,,0.0070383544,,,
,,-0.052911893,,,
,,0.022660935,,,
,,-0.041844286,,,
,,-0.03566842,,,
,,-0.023497973,,,
